title,_end_time,_begin,_begin_precision,uid,description,created,last_modified,location,url
Guinea Presidential Second Round Elections 2010,2010-11-07T09:00:00-05:00,2010-11-07T09:00:00-05:00,second,calendar.12296.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Guinea",https://www.ndi.org/node/12296
2022 Slovakia Referendum Election,2023-01-22T00:00:00+00:00,2023-01-21T00:00:00+00:00,day,calendar.26682.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2023-01-20T20:58:34+00:00,Slovakia,https://www.ndi.org/2022-slovakia-referendum-election
Venezuela Regional and Municipal Elections,2021-11-22T00:00:00+00:00,2021-11-21T00:00:00+00:00,day,calendar.26211.field_ndi_elect_day_date.0@www.ndi.org,"Municipal, Regional",2024-07-10T13:23:00+00:00,2021-07-13T21:24:00+00:00,Venezuela,https://www.ndi.org/venezuela-regional-and-municipal-elections
Bosnia-Herzegovina Presidential Election 2006,2006-10-01T08:00:00-04:00,2006-10-01T08:00:00-04:00,second,calendar.11815.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Bosnia-Herzegovina",https://www.ndi.org/node/11815
Equatorial Guinea Legislative/Local Election 2009,2013-05-26T08:00:00-04:00,2013-05-26T08:00:00-04:00,second,calendar.12129.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Equatorial Guinea",https://www.ndi.org/node/12129
2022 Colombia Presidential Runoff Election,2022-06-20T00:00:00+00:00,2022-06-19T00:00:00+00:00,day,calendar.26515.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2022-06-10T17:22:56+00:00,Colombia,https://www.ndi.org/2022-colombia-presidential-runoff-election
Mali Presidential Election 2007,2007-04-29T08:00:00-04:00,2007-04-29T08:00:00-04:00,second,calendar.11840.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Mali",https://www.ndi.org/node/11840
Turkmenistan Parliamentary Election 2013,2013-12-15T10:00:00-05:00,2013-12-15T10:00:00-05:00,second,calendar.12154.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Asia, Turkmenistan",https://www.ndi.org/node/12154
2016 Rwanda Local Elections Phase 1,2016-02-09T00:00:00+00:00,2016-02-08T00:00:00+00:00,day,calendar.12458.field_ndi_elect_day_date.0@www.ndi.org,Local Phase 1,2024-07-10T13:22:59+00:00,2017-02-09T20:53:32+00:00,"Sub Saharan Africa, Rwanda",https://www.ndi.org/node/12458
2020 Russia Referendum Election,2020-07-02T00:00:00+00:00,2020-06-25T00:00:00+00:00,day,calendar.26034.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2021-02-04T16:34:40+00:00,Russia,https://www.ndi.org/2020-russia-referendum-election
2024 Croatia Legislative Election,2024-04-18T00:00:00+00:00,2024-04-17T00:00:00+00:00,day,calendar.27158.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2024-03-15T15:26:33+00:00,Croatia,https://www.ndi.org/2024-croatia-legislative-election-0
Kosovo General Election 2010,2010-12-12T10:00:00-05:00,2010-12-12T10:00:00-05:00,second,calendar.12012.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Kosovo",https://www.ndi.org/node/12012
2021 Kosovo Parliamentary Election,2021-02-15T00:00:00+00:00,2021-02-14T00:00:00+00:00,day,calendar.25989.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2021-01-11T17:38:34+00:00,Kosovo,https://www.ndi.org/2021-kosovo-parliamentary-election
2019 Tanzania Local Elections,2019-11-25T00:00:00+00:00,2019-11-24T00:00:00+00:00,day,calendar.25518.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2019-09-23T14:18:21+00:00,Tanzania,https://www.ndi.org/2019-tanzania-local-elections
2015 Azerbaijan Parliamentary Election,2015-11-02T00:00:00+00:00,2015-11-01T00:00:00+00:00,day,calendar.12316.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2017-02-10T16:40:56+00:00,"Eurasia, Azerbaijan",https://www.ndi.org/node/12316
2022 Slovenia Parliamentary Election,2022-04-25T00:00:00+00:00,2022-04-24T00:00:00+00:00,day,calendar.26363.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2021-12-17T14:29:09+00:00,Slovenia,https://www.ndi.org/2022-slovenia-parliamentary-election
Ukraine Presidential Election 2010,2010-01-17T10:00:00-05:00,2010-01-17T10:00:00-05:00,second,calendar.11967.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Ukraine, Eurasia",https://www.ndi.org/node/11967
Nepal Constituent Assembly 2013,2013-11-19T10:00:00-05:00,2013-11-19T10:00:00-05:00,second,calendar.12341.field_ndi_elect_day_date.0@www.ndi.org,Constitutional Assembly,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Asia, Nepal",https://www.ndi.org/node/12341
Turkey Referendum 2010,2010-09-12T08:00:00-04:00,2010-09-12T08:00:00-04:00,second,calendar.11992.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Turkey",https://www.ndi.org/node/11992
Madagascar Presidential Election 2006,2006-12-03T10:00:00-05:00,2006-12-03T10:00:00-05:00,second,calendar.11825.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Madagascar",https://www.ndi.org/node/11825
Swaziland Parliamentary Election 2013,2013-09-20T08:00:00-04:00,2013-09-20T08:00:00-04:00,second,calendar.12139.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,Swaziland,https://www.ndi.org/node/12139
Jamaica Parliamentary Election 2007,2007-09-03T08:00:00-04:00,2007-09-03T08:00:00-04:00,second,calendar.11850.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Jamaica",https://www.ndi.org/node/11850
Colombia Legislative Election 2014,2014-03-09T09:00:00-04:00,2014-03-09T09:00:00-04:00,second,calendar.12164.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Colombia",https://www.ndi.org/node/12164
2021 Argentina Legislative Elections,2021-11-15T00:00:00+00:00,2021-11-14T00:00:00+00:00,day,calendar.26019.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2021-06-03T20:59:58+00:00,Argentina,https://www.ndi.org/2021-argentina-legislative-elections
2018 Guinea Local Elections,2018-02-05T00:00:00+00:00,2018-02-04T00:00:00+00:00,day,calendar.24875.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2017-12-28T20:26:38+00:00,Guinea,https://www.ndi.org/2018-guinea-local-elections-0
2022 Serbia Constitutional Referendum Election,2022-01-17T00:00:00+00:00,2022-01-16T00:00:00+00:00,day,calendar.26348.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:23:00+00:00,2021-12-14T19:51:44+00:00,Serbia,https://www.ndi.org/2022-serbia-constitutional-referendum-election
Cape Verde Parliamentary Election 2011,2011-02-06T10:00:00-05:00,2011-02-06T10:00:00-05:00,second,calendar.12022.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Cape Verde",https://www.ndi.org/node/12022
2016 Hong Kong Legislative Election,2016-09-05T00:00:00+00:00,2016-09-04T00:00:00+00:00,day,calendar.12326.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2017-01-03T20:11:44+00:00,Hong Kong,https://www.ndi.org/node/12326
Dominican Republic Legislative Election 2010,2010-05-16T08:00:00-04:00,2010-05-16T08:00:00-04:00,second,calendar.11977.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Dominican Republic, Latin America & the Caribbean",https://www.ndi.org/node/11977
2016 Romania Legislative Election,2016-12-12T00:00:00+00:00,2016-12-11T00:00:00+00:00,day,calendar.12351.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-12-30T20:09:31+00:00,"Central and Eastern Europe, Romania",https://www.ndi.org/node/12351
2021 Iran Presidential Election,2021-06-19T00:00:00+00:00,2021-06-18T00:00:00+00:00,day,calendar.25857.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2020-10-15T15:10:23+00:00,Iran,https://www.ndi.org/2021-iran-presidential-election
2023 Argentina Presidential Runoff Elections,2023-11-20T00:00:00+00:00,2023-11-19T00:00:00+00:00,day,calendar.27051.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2023-11-16T16:01:49+00:00,Argentina,https://www.ndi.org/2023-argentina-presidential-runoff-elections
Lesotho Parliamentary Election 2007,2007-02-17T10:00:00-05:00,2007-02-17T10:00:00-05:00,second,calendar.11835.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Lesotho",https://www.ndi.org/node/11835
Chile Presidential and Legislative Election 2013,2013-11-17T10:00:00-05:00,2013-11-17T10:00:00-05:00,second,calendar.12149.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Chile",https://www.ndi.org/node/12149
2016 Georgia Parliamentary Runoffs,2016-10-31T00:00:00+00:00,2016-10-30T00:00:00+00:00,day,calendar.24252.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary Runoff,2024-07-10T13:23:00+00:00,2017-01-03T19:55:54+00:00,"Eurasia, Georgia",https://www.ndi.org/georgia-parliamentary-runoffs-and-re-runs
2023 Paraguay General Elections,2023-05-01T00:00:00+00:00,2023-04-30T00:00:00+00:00,day,calendar.26535.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2022-06-30T18:08:27+00:00,Paraguay,https://www.ndi.org/2023-paraguay-general-elections
2022 Hong Kong Chief Executive Elections,2022-03-28T00:00:00+00:00,2022-03-27T00:00:00+00:00,day,calendar.26196.field_ndi_elect_day_date.0@www.ndi.org,Executive,2024-07-10T13:22:59+00:00,2021-07-08T15:23:51+00:00,Hong Kong,https://www.ndi.org/2022-hong-kong-chief-executive-elections
Jordan Parliamentary Election 2007,2007-11-20T10:00:00-05:00,2007-11-20T10:00:00-05:00,second,calendar.11860.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Jordan",https://www.ndi.org/node/11860
Iraq Parliamentary Election 2014,2014-04-30T08:00:00-04:00,2014-04-30T08:00:00-04:00,second,calendar.12174.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Iraq",https://www.ndi.org/node/12174
2023 Argentina General Elections,2023-10-23T00:00:00+00:00,2023-10-22T00:00:00+00:00,day,calendar.26839.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2023-05-31T13:54:03+00:00,Latin America & the Caribbean,https://www.ndi.org/2023-argentina-general-elections
2021 Benin Presidential Elections,2021-04-12T00:00:00+00:00,2021-04-11T00:00:00+00:00,day,calendar.26029.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2021-01-27T22:53:19+00:00,Benin,https://www.ndi.org/2021-benin-presidential-elections
2018 Libya Municipal Elections,2018-10-04T00:00:00+00:00,2018-10-03T00:00:00+00:00,day,calendar.25209.field_ndi_elect_day_date.0@www.ndi.org,Municipal,2024-07-10T13:22:59+00:00,2018-10-09T15:55:43+00:00,Libya,https://www.ndi.org/2018-libya-municipal-elections
Namibia Regional/Local Election 2010,2010-11-26T10:00:00-05:00,2010-11-26T10:00:00-05:00,second,calendar.12007.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,Namibia,https://www.ndi.org/node/12007
2022 Tunisia Referendum,2022-07-26T00:00:00+00:00,2022-07-25T00:00:00+00:00,day,calendar.26358.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2021-12-17T14:33:14+00:00,Tunisia,https://www.ndi.org/2022-tunisia-referendum
Nigeria Regional Election 2011,2011-04-26T08:00:00-04:00,2011-04-26T08:00:00-04:00,second,calendar.12032.field_ndi_elect_day_date.0@www.ndi.org,Regional,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Nigeria",https://www.ndi.org/node/12032
2019 Guinea-Bissau Legislative Elections,2019-03-11T00:00:00+00:00,2019-03-10T00:00:00+00:00,day,calendar.25199.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2019-11-26T16:03:38+00:00,Guinea Bissau,https://www.ndi.org/2019-guinea-bissau-legislative-elections
2020 Jordan Parliamentary Elections,2020-11-11T00:00:00+00:00,2020-11-10T00:00:00+00:00,day,calendar.25538.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2020-10-15T15:04:07+00:00,"Middle East and North Africa, Jordan",https://www.ndi.org/2020-jordan-parliamentary-elections
Egypt Parliamentary Election 2011,2011-11-28T10:00:00-05:00,2011-11-28T10:00:00-05:00,second,calendar.12336.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary Phase 1,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Egypt",https://www.ndi.org/node/12336
Burundi Legislative Senate Election 2010,2010-07-28T08:00:00-04:00,2010-07-28T08:00:00-04:00,second,calendar.11987.field_ndi_elect_day_date.0@www.ndi.org,Senatorial,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Burundi",https://www.ndi.org/node/11987
Egypt Referendum 2005,2005-05-25T08:00:00-04:00,2005-05-25T08:00:00-04:00,second,calendar.12361.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Egypt",https://www.ndi.org/node/12361
2021 Albania Parliamentary Elections,2021-04-26T00:00:00+00:00,2021-04-25T00:00:00+00:00,day,calendar.25867.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2021-02-09T16:26:02+00:00,Albania,https://www.ndi.org/2021-albania-parliamentary-elections
Togo Parliamentary Election 2007,2007-06-24T08:00:00-04:00,2007-06-24T08:00:00-04:00,second,calendar.11845.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Togo, Sub Saharan Africa",https://www.ndi.org/node/11845
Bangladesh General Election 2014,2014-01-05T10:00:00-05:00,2014-01-05T10:00:00-05:00,second,calendar.12159.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Asia, Bangladesh",https://www.ndi.org/node/12159
Guinea Parliamentary Election 2007,2007-12-31T10:00:00-05:00,2007-01-01T10:00:00-05:00,second,calendar.11870.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Guinea",https://www.ndi.org/node/11870
Malawi General Election 2014,2014-05-20T08:00:00-04:00,2014-05-20T08:00:00-04:00,second,calendar.12184.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Malawi",https://www.ndi.org/node/12184
Czech Republic Parliamentary Election 2004,2004-11-30T10:00:00-05:00,2004-11-01T10:00:00-05:00,second,calendar.11703.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Czech Republic",https://www.ndi.org/node/11703
2018 Peru Referendum,2018-12-10T00:00:00+00:00,2018-12-09T00:00:00+00:00,day,calendar.25219.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2018-10-12T19:02:35+00:00,Peru,https://www.ndi.org/2018-peru-referendum
Niger Municipal Election 2011,2011-01-08T10:00:00-05:00,2011-01-08T10:00:00-05:00,second,calendar.12017.field_ndi_elect_day_date.0@www.ndi.org,Municipal,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Niger",https://www.ndi.org/node/12017
2021 Central African Republic Parliamentary Runoff Elections,2021-03-15T00:00:00+00:00,2021-03-14T00:00:00+00:00,day,calendar.26064.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary Runoff,2024-07-10T13:22:59+00:00,2021-03-12T17:37:04+00:00,Central African Republic,https://www.ndi.org/2021-central-african-republic-parliamentary-runoff-elections
2022 Papua New Guinea General Elections,2022-07-23T00:00:00+00:00,2022-07-09T00:00:00+00:00,day,calendar.26403.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2022-04-29T16:06:06+00:00,Papua New Guinea,https://www.ndi.org/2022-papua-new-guinea-general-elections
2024 Serbia Local Election,2024-06-03T00:00:00+00:00,2024-06-02T00:00:00+00:00,day,calendar.27188.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:23:00+00:00,2024-04-04T14:29:06+00:00,Serbia,https://www.ndi.org/2024-serbia-local-election
Liberia Referendum 2011,2011-08-23T08:00:00-04:00,2011-08-23T08:00:00-04:00,second,calendar.12042.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Liberia",https://www.ndi.org/node/12042
Azerbaijan Local Election 2004,2004-12-17T10:00:00-05:00,2004-12-17T10:00:00-05:00,second,calendar.11693.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Azerbaijan, Eurasia",https://www.ndi.org/node/11693
Nigeria Gubernatorial and State Assembly Election 2007,2007-04-14T08:00:00-04:00,2007-04-14T08:00:00-04:00,second,calendar.12346.field_ndi_elect_day_date.0@www.ndi.org,State Assembly,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Nigeria",https://www.ndi.org/node/12346
Bahrain Parliamentary Election 2010,2010-10-23T08:00:00-04:00,2010-10-23T08:00:00-04:00,second,calendar.11997.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Bahrain",https://www.ndi.org/node/11997
2018 Georgia Presidential Election,2018-10-29T00:00:00+00:00,2018-10-28T00:00:00+00:00,day,calendar.25102.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2018-10-29T14:59:04+00:00,Georgia,https://www.ndi.org/2018-georgia-presidential-election
2015 Tanzania General Election,2015-10-26T00:00:00+00:00,2015-10-25T00:00:00+00:00,day,calendar.12371.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2017-02-10T16:42:11+00:00,"Sub Saharan Africa, Tanzania",https://www.ndi.org/node/12371
2021 Georgia Municipal Government Elections,2021-10-03T00:00:00+00:00,2021-10-02T00:00:00+00:00,day,calendar.26226.field_ndi_elect_day_date.0@www.ndi.org,Municipal,2024-07-10T13:22:59+00:00,2021-12-22T20:53:18+00:00,Georgia,https://www.ndi.org/2021-georgia-municipal-government-elections
2021 Honduras General Elections,2021-11-29T00:00:00+00:00,2021-11-28T00:00:00+00:00,day,calendar.25877.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2021-07-13T21:30:02+00:00,Honduras,https://www.ndi.org/2021-honduras-general-elections
Haiti Legislative and Municipal Election 2014,2014-10-26T08:00:00-04:00,2014-10-26T08:00:00-04:00,second,calendar.12204.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Haiti",https://www.ndi.org/node/12204
Togo Parliamentary Election 2007,2007-10-14T08:00:00-04:00,2007-10-14T08:00:00-04:00,second,calendar.11855.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Togo, Sub Saharan Africa",https://www.ndi.org/node/11855
Hungary Presidential Election 2014,2014-04-06T08:00:00-04:00,2014-04-06T08:00:00-04:00,second,calendar.12169.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Hungary",https://www.ndi.org/node/12169
